v,comuna,manzana,predio,rol,_ok,_status,nombreComuna,direccion_sii,lat,lon,valorTotal,valorAfecto,valorExento,supTerreno,supConsMt2,supConsMt3,valorComercial_clp_m2,txt_direccion,txt_avaluo_total,txt_avaluo_exento,txt_cuota_trimestral,txt_serie,txt_ind_aseo,txt_anio_term_exencion,txt_cod_ubicacion,txt_cod_destino,_extra_json,ah,ah_coefVariacion,ah_eac,ah_eacano,ah_mediana,ah_numeroMuestras,ah_rangoSuperficie,ah_utm_x,ah_utm_y,ah_valorUnitario,cap__observatorio_de_mercado_de_suelo_urbano_2025__comuna,cap__observatorio_de_mercado_de_suelo_urbano_2025__código_área_homogénea,cap__observatorio_de_mercado_de_suelo_urbano_2025__región,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_bodega,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_comercio,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_estacionamiento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_industria,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_oficina,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_sitio_eriazo,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_casa,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_departamento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_otros_destinos,cap__observatorio_de_mercado_de_suelo_urbano_2025__valor_comercial_m²_de_suelo,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea__2,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²__2,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno__2,destinoDescripcion,eacano,eacs,eacsDescripcion,existePredio,medidaSup,medidaSupConst,obs_codigo_area_homogenea,obs_comuna,obs_region,obs_tx_destino_bodega,obs_tx_destino_comercio,obs_tx_destino_estacionamiento,obs_tx_destino_industria,obs_tx_destino_oficina,obs_tx_destino_sitio_eriazo,obs_tx_habitacional_casa,obs_tx_habitacional_departamento,obs_tx_otros_destinos,obs_valor_comercial_m2_suelo,periodo,predioPublicado_comuna,predioPublicado_id,predioPublicado_manzana,predioPublicado_predio,predioPublicado_utm_x,predioPublicado_utm_y,rangoSuperficie,sector,tablaOrigen,ubicacion,_poly_idx,_match_method,pol_area_m2,dc_contribucion_semestral,dc_cod_destino,dc_avaluo_fiscal,dc_avaluo_exento,dc_sup_terreno,dc_cod_ubicacion,dc_direccion,dc_bc1_comuna,dc_bc1_manzana,dc_bc1_predio,dc_bc2_comuna,dc_bc2_manzana,dc_bc2_predio,dc_padre_comuna,dc_padre_manzana,dc_padre_predio,n_lineas_construccion,sup_construida_total,anio_construccion_min,anio_construccion_max,materiales,calidades,pisos_max,serie,destino_limpio,distancia_tramo_m
16106|00354|00310,16106.0,354.0,310.0,00354-00310,True,200.0,SAN MIGUEL,MILAN 1259 BD 34 ,-33.47732,-70.650274,1075262.0,1075262.0,0.0,0.0,0.0,0.0,266986.0,MILAN 1259 BD 34,1059372.0,0.0,2773.0,N,,0.0,U,L,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,127540523.0,354.0,90180.0,346665.38095,6294576.96775,,0.0,PREDIOS_NACIONAL,URBANA,18.0,1_contains,2343.6092519159283,5546.0,L,1059372.0,0.0,0.0,U,MILAN 1259 BD 34,16106.0,354.0,90180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2004.0,2004.0,B,4,16.0,N,Bodega / Almacenaje,120.91545218107692
16106|00848|00844,16106.0,848.0,844.0,00848-00844,True,200.0,SAN MIGUEL,RIVAS 1050 BX - BD 104 - 138,-33.479299,-70.647374,8448111.0,8448111.0,0.0,0.0,0.0,0.0,194438.0,RIVAS 1050 BX - BD,8323261.0,0.0,21789.0,N,,0.0,U,Z,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,151458497.0,848.0,90029.0,346938.33685,6294361.8048,,0.0,PREDIOS_NACIONAL,URBANA,568.0,1_contains,8347.324934022563,43578.0,Z,8323261.0,0.0,0.0,U,RIVAS 1050 BX - BD,16106.0,848.0,90029.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,2018.0,2018.0,B,4,25.0,N,Estacionamiento,182.4072704445809
16106|00354|00254,16106.0,354.0,254.0,00354-00254,True,200.0,SAN MIGUEL,MILAN 1259 BX 17 ,-33.47732,-70.650274,6363419.0,6363419.0,0.0,0.0,0.0,0.0,266986.0,MILAN 1259 BX 17,6269378.0,0.0,16412.0,N,,0.0,U,Z,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,127540523.0,354.0,90180.0,346665.38095,6294576.96775,,0.0,PREDIOS_NACIONAL,URBANA,18.0,1_contains,2343.6092519159283,32824.0,Z,6269378.0,0.0,0.0,U,MILAN 1259 BX 17,16106.0,354.0,90180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,2004.0,2004.0,B,4,16.0,N,Estacionamiento,120.91545218107692
16106|01958|00194,16106.0,1958.0,194.0,01958-00194,True,200.0,SAN MIGUEL,LLANO SUBERCASEAUX 2909 BX 59 SUBT 1,-33.481214,-70.649741,7027405.0,7027405.0,0.0,0.0,0.0,0.0,442048.0,LLANO SUBERCASEAUX 2909 BX 59,6923552.0,0.0,18125.0,N,,0.0,U,Z,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127538123.0,1958.0,90001.0,346721.72495,6294146.0434,,0.0,PREDIOS_NACIONAL,URBANA,969.0,1_contains,3561.505097560483,36250.0,Z,6923552.0,0.0,0.0,U,LLANO SUBERCASEAUX 2909 BX 59,16106.0,1958.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2008.0,2008.0,B,4,21.0,N,Estacionamiento,214.1046182403918
16106|00848|00670,16106.0,848.0,670.0,00848-00670,True,200.0,SAN MIGUEL,RIVAS 1050 BD 98 ,-33.479299,-70.647374,1795422.0,1795422.0,0.0,0.0,0.0,0.0,194438.0,RIVAS 1050 BD 98,1768888.0,0.0,4631.0,N,,0.0,U,L,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,151458497.0,848.0,90029.0,346938.33685,6294361.8048,,0.0,PREDIOS_NACIONAL,URBANA,568.0,1_contains,8347.324934022563,9262.0,L,1768888.0,0.0,0.0,U,RIVAS 1050 BD 98,16106.0,848.0,90029.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2018.0,2018.0,B,4,25.0,N,Bodega / Almacenaje,182.4072704445809
16106|01760|00561,16106.0,1760.0,561.0,01760-00561,True,200.0,SAN MIGUEL,ARCADIA 1431 BD 271 ,-33.479395,-70.652993,1549585.0,1549585.0,0.0,0.0,0.0,0.0,259551.0,ARCADIA 1431 BD 271,1526684.0,0.0,3997.0,N,,0.0,U,L,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127548719.0,1761.0,90017.0,346416.31483125,6294342.9243125,,0.0,PREDIOS_NACIONAL,URBANA,520.0,1_contains,3720.90761362951,7994.0,L,1526684.0,0.0,0.0,U,ARCADIA 1431 BD 271,16106.0,1761.0,90017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2023.0,2023.0,B,4,17.0,N,Bodega / Almacenaje,250.86431013578272
16106|01760|00689,16106.0,1760.0,689.0,01760-00689,True,200.0,SAN MIGUEL,ARCADIA 1431 BX 345 BD 422,-33.479395,-70.652993,9129961.0,9129961.0,0.0,0.0,0.0,0.0,259551.0,ARCADIA 1431 BX 345,8995035.0,0.0,23547.0,N,,0.0,U,Z,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127548719.0,1761.0,90017.0,346416.31483125,6294342.9243125,,0.0,PREDIOS_NACIONAL,URBANA,520.0,1_contains,3720.90761362951,47094.0,Z,8995035.0,0.0,0.0,U,ARCADIA 1431 BX 345,16106.0,1761.0,90017.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2020.0,2020.0,B,4,16.0,N,Estacionamiento,250.86431013578272
16106|01760|00340,16106.0,1760.0,340.0,01760-00340,True,200.0,SAN MIGUEL,ARCADIA 1431 BX 196 ,-33.479395,-70.652993,6549762.0,6549762.0,0.0,0.0,0.0,0.0,259551.0,ARCADIA 1431 BX 196,6452967.0,0.0,16893.0,N,,0.0,U,Z,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127548719.0,1761.0,90017.0,346416.31483125,6294342.9243125,,0.0,PREDIOS_NACIONAL,URBANA,520.0,1_contains,3720.90761362951,33786.0,Z,6452967.0,0.0,0.0,U,ARCADIA 1431 BX 196,16106.0,1761.0,90017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2020.0,2020.0,B,4,16.0,N,Estacionamiento,250.86431013578272
16106|00652|00283,16106.0,652.0,283.0,00652-00283,True,200.0,SAN MIGUEL,MILAN 1242 BX 67 BD 12,-33.477976,-70.650177,9356990.0,9356990.0,0.0,0.0,0.0,0.0,266986.0,MILAN 1242 BX 67,9218708.0,0.0,24133.0,N,,0.0,U,Z,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,152450014.0,652.0,90072.0,346675.55875,6294504.43532299,,0.0,PREDIOS_NACIONAL,URBANA,222.0,1_contains,4003.160614679665,48266.0,Z,9218708.0,0.0,0.0,U,MILAN 1242 BX 67,16106.0,652.0,90072.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2022.0,2022.0,B,4,1.0,N,Estacionamiento,58.145216885124164
16106|00360|00304,16106.0,360.0,304.0,00360-00304,True,200.0,SAN MIGUEL,MILAN 1437 BX 55 ,-33.477228,-70.652155,7851895.0,7851895.0,0.0,0.0,0.0,0.0,266986.0,MILAN 1437 BX 55,7735857.0,0.0,20251.0,N,,0.0,U,Z,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,127539113.0,360.0,90018.0,346490.3933,6294584.3993,,0.0,PREDIOS_NACIONAL,URBANA,11.0,1_contains,3825.92783954474,40502.0,Z,7735857.0,0.0,0.0,U,MILAN 1437 BX 55,16106.0,360.0,90018.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2017.0,2017.0,B,4,25.0,N,Estacionamiento,194.15049796505963
16106|00652|00260,16106.0,652.0,260.0,00652-00260,True,200.0,SAN MIGUEL,MILAN 1242 BD 29 ,-33.477976,-70.650177,1340184.0,1340184.0,0.0,0.0,0.0,0.0,266986.0,MILAN 1242 BD 29,1320378.0,0.0,3457.0,N,,0.0,U,L,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,152450014.0,652.0,90072.0,346675.55875,6294504.43532299,,0.0,PREDIOS_NACIONAL,URBANA,222.0,1_contains,4003.160614679665,6914.0,L,1320378.0,0.0,0.0,U,MILAN 1242 BD 29,16106.0,652.0,90072.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2022.0,2022.0,B,4,1.0,N,Bodega / Almacenaje,58.145216885124164
16106|00648|00839,16106.0,648.0,839.0,00648-00839,True,200.0,SAN MIGUEL,AV C SILVA VILDOSOLA 1068 BD 77 ,-33.478188,-70.647421,1296471.0,1296471.0,0.0,0.0,0.0,0.0,194438.0,AV C SILVA VILDOSOLA 1068 BD 77,1277311.0,0.0,3345.0,N,,0.0,U,L,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,6690.0,L,1277311.0,0.0,0.0,U,AV C SILVA VILDOSOLA 1068 BD 77,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2020.0,2020.0,B,4,21.0,N,Bodega / Almacenaje,217.8908005071924
16106|01760|00513,16106.0,1760.0,513.0,01760-00513,True,200.0,SAN MIGUEL,ARCADIA 1431 BD 213 ,-33.479395,-70.652993,1535159.0,1535159.0,0.0,0.0,0.0,0.0,259551.0,ARCADIA 1431 BD 213,1512472.0,0.0,3960.0,N,,0.0,U,L,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127548719.0,1761.0,90017.0,346416.31483125,6294342.9243125,,0.0,PREDIOS_NACIONAL,URBANA,520.0,1_contains,3720.90761362951,7920.0,L,1512472.0,0.0,0.0,U,ARCADIA 1431 BD 213,16106.0,1761.0,90017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2020.0,2020.0,B,4,16.0,N,Bodega / Almacenaje,250.86431013578272
16106|00652|00005,16106.0,652.0,5.0,00652-00005,True,200.0,SAN MIGUEL,HOMERO 2579 ,-33.478145,-70.649483,86369354.0,26338644.0,60030710.0,0.0,0.0,0.0,442048.0,HOMERO 2579,85092955.0,59143557.0,66947.0,N,A,0.0,U,H,,HBB001,0.0,14.0,2022.0,0.0,0.0,40 - 550,346451.62755,6294497.8825,211638.0,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,XMB068, 40 - 550  m², 260 - 1.670  m²,$266.986,$442.048,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,127531853.0,652.0,5.0,346740.2683,6294486.68505,40 - 550,0.0,PREDIOS_NACIONAL,URBANA,196.0,1_contains,327.54185907789287,133894.0,H,85092955.0,59143557.0,237.0,U,HOMERO 2579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,194.0,1935.0,1935.0,C|E,4,1.0,N,Habitacional,87.53010851883809
16106|00852|00020,16106.0,852.0,20.0,00852-00020,True,200.0,SAN MIGUEL,A CARLOS VALDOVINOS 1399	 ,-33.478941,-70.651464,90220341.0,90220341.0,0.0,0.0,0.0,0.0,266986.0,A CARLOS VALDOVINOS 1399,88887030.0,0.0,561227.0,N,A,0.0,U,W,,HBB001,0.0,15.0,2025.0,0.0,0.0,40 - 550,346465.124807557,6294500.07503428,266986.0,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,SITIO ERIAZO,2025.0,15.0,RAV SNE 2025,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,127549495.0,852.0,20.0,346557.6411,6294395.52465,40 - 550,0.0,PREDIOS_NACIONAL,URBANA,400.0,1_contains,461.53625597924054,1122454.0,W,88887030.0,0.0,320.0,U,A CARLOS VALDOVINOS 1399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N,Otro / sin clasificar,103.2786637623192
16106|01846|00017,16106.0,1846.0,17.0,01846-00017,True,200.0,SAN MIGUEL,A ATALA 1063 ,-33.481482,-70.647709,104982494.0,44951784.0,60030710.0,0.0,0.0,0.0,354180.0,A ATALA 1063,103431023.0,59143557.0,107887.0,N,A,0.0,U,H,,HMB004,0.0,14.0,2022.0,0.0,0.0,200 - 370,346945.58235,6294065.35625,280756.0,SAN MIGUEL,HMB004,XIII Región Metropolitana,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"15,72 UF",HMB004,, 200 - 370  m²,,$354.180,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB004,SAN MIGUEL,XIII Región Metropolitana,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"15,72 UF",PRIMER SEMESTRE DE 2026,16106.0,127550599.0,1846.0,17.0,346911.05635,6294119.2703,200 - 370,0.0,PREDIOS_NACIONAL,URBANA,999.0,1_contains,288.1369865423374,215774.0,H,103431023.0,59143557.0,220.0,U,A ATALA 1063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,124.0,1940.0,1980.0,C|E,3|4,1.0,N,Habitacional,284.2823878061414
16106|00652|00004,16106.0,652.0,4.0,00652-00004,True,200.0,SAN MIGUEL,HOMERO 2561 ,-33.477977,-70.649566,206816900.0,146786190.0,60030710.0,0.0,0.0,0.0,266986.0,HOMERO 2561,203760480.0,59143557.0,331873.0,N,A,0.0,U,H,,HBB001,0.0,14.0,2022.0,0.0,0.0,40 - 550,346451.62755,6294497.8825,211638.0,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,127533181.0,652.0,4.0,346732.2615,6294505.17275,40 - 550,0.0,PREDIOS_NACIONAL,URBANA,139.0,1_contains,430.77905908467216,663746.0,H,203760480.0,59143557.0,328.0,U,HOMERO 2561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,311.0,1960.0,2009.0,C|G,3,1.0,N,Habitacional,96.1609725817949
16106|01964|00058,16106.0,1964.0,58.0,01964-00058,True,200.0,SAN MIGUEL,RICARDO MORALES 2959 DP 1002 ,-33.480873,-70.652021,143637208.0,83606498.0,60030710.0,0.0,0.0,0.0,317004.0,RICARDO MORALES 2959 DP 1002,141514482.0,59143557.0,192908.0,N,A,2021.0,U,H,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127538871.0,1964.0,90001.0,346509.3174,6294180.4311,,0.0,PREDIOS_NACIONAL,URBANA,888.0,1_contains,3470.927381494863,385816.0,H,141514482.0,59143557.0,0.0,U,RICARDO MORALES 2959 DP 1002,16106.0,1964.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.0,2011.0,2011.0,B,2,15.0,N,Habitacional,295.2417567990888
16106|01956|00209,16106.0,1956.0,209.0,01956-00209,True,200.0,SAN MIGUEL,RICARDO MORALES 2994 DP 202 ,-33.481316,-70.651229,104409206.0,44378496.0,60030710.0,0.0,0.0,0.0,317004.0,RICARDO MORALES 2994 DP 202,102866206.0,59143557.0,106626.0,N,A,2032.0,U,H,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127553317.0,1956.0,90208.0,346583.6417,6294132.4556,,0.0,PREDIOS_NACIONAL,URBANA,988.0,1_contains,3403.0832457414044,213252.0,H,102866206.0,59143557.0,0.0,U,RICARDO MORALES 2994 DP 202,16106.0,1956.0,90208.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,2017.0,2017.0,B,3,15.0,N,Habitacional,282.9281360184239
16106|00648|00201,16106.0,648.0,201.0,00648-00201,True,200.0,SAN MIGUEL,RIVAS 1061 DP 1809 ,-33.478188,-70.647421,64334071.0,4303361.0,60030710.0,0.0,0.0,0.0,194438.0,RIVAS 1061 DP 1809,63383317.0,59143557.0,18481.0,N,A,2039.0,U,H,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,36962.0,H,63383317.0,59143557.0,0.0,U,RIVAS 1061 DP 1809,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,2019.0,2019.0,B,3,19.0,N,Habitacional,217.8908005071924
