v,comuna,manzana,predio,rol,_ok,_status,nombreComuna,direccion_sii,lat,lon,valorTotal,valorAfecto,valorExento,supTerreno,supConsMt2,supConsMt3,valorComercial_clp_m2,txt_direccion,txt_avaluo_total,txt_avaluo_exento,txt_cuota_trimestral,txt_serie,txt_ind_aseo,txt_anio_term_exencion,txt_cod_ubicacion,txt_cod_destino,_extra_json,ah,ah_coefVariacion,ah_eac,ah_eacano,ah_mediana,ah_numeroMuestras,ah_rangoSuperficie,ah_utm_x,ah_utm_y,ah_valorUnitario,cap__observatorio_de_mercado_de_suelo_urbano_2025__comuna,cap__observatorio_de_mercado_de_suelo_urbano_2025__código_área_homogénea,cap__observatorio_de_mercado_de_suelo_urbano_2025__región,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_bodega,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_comercio,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_estacionamiento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_industria,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_oficina,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_sitio_eriazo,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_casa,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_departamento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_otros_destinos,cap__observatorio_de_mercado_de_suelo_urbano_2025__valor_comercial_m²_de_suelo,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea__2,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²__2,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno__2,destinoDescripcion,eacano,eacs,eacsDescripcion,existePredio,medidaSup,medidaSupConst,obs_codigo_area_homogenea,obs_comuna,obs_region,obs_tx_destino_bodega,obs_tx_destino_comercio,obs_tx_destino_estacionamiento,obs_tx_destino_industria,obs_tx_destino_oficina,obs_tx_destino_sitio_eriazo,obs_tx_habitacional_casa,obs_tx_habitacional_departamento,obs_tx_otros_destinos,obs_valor_comercial_m2_suelo,periodo,predioPublicado_comuna,predioPublicado_id,predioPublicado_manzana,predioPublicado_predio,predioPublicado_utm_x,predioPublicado_utm_y,rangoSuperficie,sector,tablaOrigen,ubicacion,_poly_idx,_match_method,pol_area_m2,dc_contribucion_semestral,dc_cod_destino,dc_avaluo_fiscal,dc_avaluo_exento,dc_sup_terreno,dc_cod_ubicacion,dc_direccion,dc_bc1_comuna,dc_bc1_manzana,dc_bc1_predio,dc_bc2_comuna,dc_bc2_manzana,dc_bc2_predio,dc_padre_comuna,dc_padre_manzana,dc_padre_predio,n_lineas_construccion,sup_construida_total,anio_construccion_min,anio_construccion_max,materiales,calidades,pisos_max,serie,destino_limpio,distancia_tramo_m
16106|00648|00044,16106.0,648.0,44.0,00648-00044,True,200.0,SAN MIGUEL,RIVAS 1061 DP 302 ,-33.478188,-70.647421,83560019.0,23529309.0,60030710.0,0.0,0.0,0.0,194438.0,RIVAS 1061 DP 302,82325137.0,59143557.0,60768.0,N,A,2039.0,U,H,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,121536.0,H,82325137.0,59143557.0,0.0,U,RIVAS 1061 DP 302,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,2019.0,2019.0,B,3,19.0,N,Habitacional,217.8908005071924
16106|01952|00354,16106.0,1952.0,354.0,01952-00354,True,200.0,SAN MIGUEL,MAGDALENA VICUNA 1280 DP 507 ,-33.481127,-70.650309,99040348.0,39009638.0,60030710.0,0.0,0.0,0.0,317004.0,MAGDALENA VICUNA 1280 DP 507,97576692.0,59143557.0,94817.0,N,A,2018.0,U,H,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127530541.0,1952.0,90320.0,346668.8531,6294154.76355,,0.0,PREDIOS_NACIONAL,URBANA,990.0,1_contains,5572.936623037822,189634.0,H,97576692.0,59143557.0,0.0,U,MAGDALENA VICUNA 1280 DP 507,16106.0,1952.0,90320.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,2003.0,2003.0,B,3,16.0,N,Habitacional,220.32356699789761
16106|01952|00621,16106.0,1952.0,621.0,01952-00621,True,200.0,SAN MIGUEL,RICARDO MORALES 2960 DP 1204 ,-33.480904,-70.651089,191656111.0,131625401.0,60030710.0,0.0,0.0,0.0,317004.0,RICARDO MORALES 2960 DP 1204,188823743.0,59143557.0,298526.0,N,A,2014.0,U,H,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127553069.0,1952.0,90568.0,346595.949,6294178.4148,,0.0,PREDIOS_NACIONAL,URBANA,914.0,1_contains,5277.489230276902,597052.0,H,188823743.0,59143557.0,0.0,U,RICARDO MORALES 2960 DP 1204,16106.0,1952.0,90568.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,129.0,2004.0,2004.0,B,2,16.0,N,Habitacional,239.59749525013834
16106|00848|00092,16106.0,848.0,92.0,00848-00092,True,200.0,SAN MIGUEL,RIVAS 1050 DP 91 A ,-33.479299,-70.647374,62748611.0,2717901.0,60030710.0,0.0,0.0,0.0,194438.0,RIVAS 1050 DP 91 A,61821288.0,59143557.0,14993.0,N,A,2038.0,U,H,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,151458497.0,848.0,90029.0,346938.33685,6294361.8048,,0.0,PREDIOS_NACIONAL,URBANA,568.0,1_contains,8347.324934022563,29986.0,H,61821288.0,59143557.0,0.0,U,RIVAS 1050 DP 91 A,16106.0,848.0,90029.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,2018.0,2018.0,B,3,25.0,N,Habitacional,182.4072704445809
16106|00360|00168,16106.0,360.0,168.0,00360-00168,True,200.0,SAN MIGUEL,MILAN 1437 DP 2008 ,-33.477228,-70.652155,67146827.0,7116117.0,60030710.0,0.0,0.0,0.0,266986.0,MILAN 1437 DP 2008,66154506.0,59143557.0,24667.0,N,A,2037.0,U,H,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,127539113.0,360.0,90018.0,346490.3933,6294584.3993,,0.0,PREDIOS_NACIONAL,URBANA,11.0,1_contains,3825.92783954474,49334.0,H,66154506.0,59143557.0,0.0,U,MILAN 1437 DP 2008,16106.0,360.0,90018.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,2017.0,2017.0,B,3,25.0,N,Habitacional,194.15049796505963
16106|00648|00037,16106.0,648.0,37.0,00648-00037,True,200.0,SAN MIGUEL,RIVAS 1061 DP 204 ,-33.478188,-70.647421,71217147.0,11186437.0,60030710.0,0.0,0.0,0.0,194438.0,RIVAS 1061 DP 204,70164672.0,59143557.0,33620.0,N,A,2039.0,U,H,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,67240.0,H,70164672.0,59143557.0,0.0,U,RIVAS 1061 DP 204,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,2019.0,2019.0,B,3,19.0,N,Habitacional,217.8908005071924
16106|00354|00231,16106.0,354.0,231.0,00354-00231,True,200.0,SAN MIGUEL,MILAN 1259 DP 1404 ,-33.47732,-70.650274,82752741.0,22722031.0,60030710.0,0.0,0.0,0.0,266986.0,MILAN 1259 DP 1404,81529789.0,59143557.0,58993.0,N,A,2019.0,U,H,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,127540523.0,354.0,90180.0,346665.38095,6294576.96775,,0.0,PREDIOS_NACIONAL,URBANA,18.0,1_contains,2343.6092519159283,117986.0,H,81529789.0,59143557.0,0.0,U,MILAN 1259 DP 1404,16106.0,354.0,90180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0,2004.0,2004.0,B,3,16.0,N,Habitacional,120.91545218107692
16106|00848|00253,16106.0,848.0,253.0,00848-00253,True,200.0,SAN MIGUEL,A CARLOS VALDOVINOS 1055 DP 41 B ,-33.479299,-70.647374,62748611.0,2717901.0,60030710.0,0.0,0.0,0.0,194438.0,A CARLOS VALDOVINOS 1055 DP 41 B,61821288.0,59143557.0,14993.0,N,A,2038.0,U,H,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,151458497.0,848.0,90029.0,346938.33685,6294361.8048,,0.0,PREDIOS_NACIONAL,URBANA,568.0,1_contains,8347.324934022563,29986.0,H,61821288.0,59143557.0,0.0,U,A CARLOS VALDOVINOS 1055 DP 41 B,16106.0,848.0,90029.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,2018.0,2018.0,B,3,25.0,N,Habitacional,182.4072704445809
16106|01956|00211,16106.0,1956.0,211.0,01956-00211,True,200.0,SAN MIGUEL,RICARDO MORALES 2994 DP 204 ,-33.481316,-70.651229,76601220.0,16570510.0,60030710.0,0.0,0.0,0.0,317004.0,RICARDO MORALES 2994 DP 204,75469178.0,59143557.0,45462.0,N,A,2037.0,U,H,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127553317.0,1956.0,90208.0,346583.6417,6294132.4556,,0.0,PREDIOS_NACIONAL,URBANA,988.0,1_contains,3403.0832457414044,90924.0,H,75469178.0,59143557.0,0.0,U,RICARDO MORALES 2994 DP 204,16106.0,1956.0,90208.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,2017.0,2017.0,B,3,15.0,N,Habitacional,282.9281360184239
16106|01956|00275,16106.0,1956.0,275.0,01956-00275,True,200.0,SAN MIGUEL,RICARDO MORALES 2994 DP 1105 ,-33.481316,-70.651229,104409206.0,44378496.0,60030710.0,0.0,0.0,0.0,317004.0,RICARDO MORALES 2994 DP 1105,102866206.0,59143557.0,106626.0,N,A,2032.0,U,H,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127553317.0,1956.0,90208.0,346583.6417,6294132.4556,,0.0,PREDIOS_NACIONAL,URBANA,988.0,1_contains,3403.0832457414044,213252.0,H,102866206.0,59143557.0,0.0,U,RICARDO MORALES 2994 DP 1105,16106.0,1956.0,90208.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,2017.0,2017.0,B,3,15.0,N,Habitacional,282.9281360184239
16106|01958|00002,16106.0,1958.0,2.0,01958-00002,True,200.0,SAN MIGUEL,LLANO SUBERCASEAUX 2909 DP 203 ,-33.481214,-70.649741,98396412.0,38365702.0,60030710.0,0.0,0.0,0.0,442048.0,LLANO SUBERCASEAUX 2909 DP 203,96942272.0,59143557.0,93401.0,N,A,2028.0,U,H,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127538123.0,1958.0,90001.0,346721.72495,6294146.0434,,0.0,PREDIOS_NACIONAL,URBANA,969.0,1_contains,3561.505097560483,186802.0,H,96942272.0,59143557.0,0.0,U,LLANO SUBERCASEAUX 2909 DP 203,16106.0,1958.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,2008.0,2008.0,B,2,21.0,N,Habitacional,214.1046182403918
16106|00360|00173,16106.0,360.0,173.0,00360-00173,True,200.0,SAN MIGUEL,MILAN 1437 DP 2105 ,-33.477228,-70.652155,70440339.0,10409629.0,60030710.0,0.0,0.0,0.0,266986.0,MILAN 1437 DP 2105,69399344.0,59143557.0,31911.0,N,A,2037.0,U,H,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,127539113.0,360.0,90018.0,346490.3933,6294584.3993,,0.0,PREDIOS_NACIONAL,URBANA,11.0,1_contains,3825.92783954474,63822.0,H,69399344.0,59143557.0,0.0,U,MILAN 1437 DP 2105,16106.0,360.0,90018.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,2017.0,2017.0,B,3,25.0,N,Habitacional,194.15049796505963
16106|00648|00124,16106.0,648.0,124.0,00648-00124,True,200.0,SAN MIGUEL,RIVAS 1061 DP 1102 ,-33.478188,-70.647421,83560019.0,23529309.0,60030710.0,0.0,0.0,0.0,194438.0,RIVAS 1061 DP 1102,82325137.0,59143557.0,60768.0,N,A,2039.0,U,H,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,121536.0,H,82325137.0,59143557.0,0.0,U,RIVAS 1061 DP 1102,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,2019.0,2019.0,B,3,19.0,N,Habitacional,217.8908005071924
16106|01956|00303,16106.0,1956.0,303.0,01956-00303,True,200.0,SAN MIGUEL,RICARDO MORALES 2994 DP 1505 ,-33.481316,-70.651229,138618763.0,69309381.0,69309382.0,0.0,0.0,0.0,317004.0,RICARDO MORALES 2994 DP 1505,136570202.0,68285101.0,161462.0,N,A,2027.0,U,H,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127553317.0,1956.0,90208.0,346583.6417,6294132.4556,,0.0,PREDIOS_NACIONAL,URBANA,988.0,1_contains,3403.0832457414044,322924.0,H,136570202.0,68285101.0,0.0,U,RICARDO MORALES 2994 DP 1505,16106.0,1956.0,90208.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,114.0,2017.0,2017.0,B,3,15.0,N,Habitacional,282.9281360184239
16106|01954|00107,16106.0,1954.0,107.0,01954-00107,True,200.0,SAN MIGUEL,LLANO SUBERCASEAUX 2959 DP 1503 ,-33.481589,-70.64985,85136057.0,25105347.0,60030710.0,0.0,0.0,0.0,442048.0,LLANO SUBERCASEAUX 2959 DP 1503,83877884.0,59143557.0,64235.0,N,A,2025.0,U,H,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127538121.0,1954.0,90001.0,346712.2924,6294104.26795,,0.0,PREDIOS_NACIONAL,URBANA,1048.0,1_contains,3768.246951455715,128470.0,H,83877884.0,59143557.0,0.0,U,LLANO SUBERCASEAUX 2959 DP 1503,16106.0,1954.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,2005.0,2005.0,B,3,17.0,N,Habitacional,256.9385812805074
16106|01956|00276,16106.0,1956.0,276.0,01956-00276,True,200.0,SAN MIGUEL,RICARDO MORALES 2994 DP 1106 ,-33.481316,-70.651229,104409206.0,44378496.0,60030710.0,0.0,0.0,0.0,317004.0,RICARDO MORALES 2994 DP 1106,102866206.0,59143557.0,106626.0,N,A,2032.0,U,H,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127553317.0,1956.0,90208.0,346583.6417,6294132.4556,,0.0,PREDIOS_NACIONAL,URBANA,988.0,1_contains,3403.0832457414044,213252.0,H,102866206.0,59143557.0,0.0,U,RICARDO MORALES 2994 DP 1106,16106.0,1956.0,90208.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,2017.0,2017.0,B,3,15.0,N,Habitacional,282.9281360184239
16106|00652|00167,16106.0,652.0,167.0,00652-00167,True,200.0,SAN MIGUEL,MILAN 1242 DP 1003 ,-33.477976,-70.650177,125326789.0,62663394.0,62663395.0,0.0,0.0,0.0,266986.0,MILAN 1242 DP 1003,123474662.0,61737332.0,146844.0,N,A,2037.0,U,H,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,152450014.0,652.0,90072.0,346675.55875,6294504.43532299,,0.0,PREDIOS_NACIONAL,URBANA,222.0,1_contains,4003.160614679665,293688.0,H,123474662.0,61737332.0,0.0,U,MILAN 1242 DP 1003,16106.0,652.0,90072.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83.0,2022.0,2022.0,B,3,10.0,N,Habitacional,58.145216885124164
16106|00848|00128,16106.0,848.0,128.0,00848-00128,True,200.0,SAN MIGUEL,RIVAS 1050 DP 131 A ,-33.479299,-70.647374,62748611.0,2717901.0,60030710.0,0.0,0.0,0.0,194438.0,RIVAS 1050 DP 131 A,61821288.0,59143557.0,14993.0,N,A,2038.0,U,H,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,151458497.0,848.0,90029.0,346938.33685,6294361.8048,,0.0,PREDIOS_NACIONAL,URBANA,568.0,1_contains,8347.324934022563,29986.0,H,61821288.0,59143557.0,0.0,U,RIVAS 1050 DP 131 A,16106.0,848.0,90029.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,2018.0,2018.0,B,3,25.0,N,Habitacional,182.4072704445809
16106|01952|00410,16106.0,1952.0,410.0,01952-00410,True,200.0,SAN MIGUEL,MAGDALENA VICUNA 1280 DP 1207 ,-33.481127,-70.650309,99040348.0,39009638.0,60030710.0,0.0,0.0,0.0,317004.0,MAGDALENA VICUNA 1280 DP 1207,97576692.0,59143557.0,94817.0,N,A,2018.0,U,H,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127530541.0,1952.0,90320.0,346668.8531,6294154.76355,,0.0,PREDIOS_NACIONAL,URBANA,990.0,1_contains,5572.936623037822,189634.0,H,97576692.0,59143557.0,0.0,U,MAGDALENA VICUNA 1280 DP 1207,16106.0,1952.0,90320.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,2003.0,2003.0,B,3,16.0,N,Habitacional,220.32356699789761
16106|01958|00088,16106.0,1958.0,88.0,01958-00088,True,200.0,SAN MIGUEL,LLANO SUBERCASEAUX 2909 DP 1301 ,-33.481214,-70.649741,122650363.0,62619653.0,60030710.0,0.0,0.0,0.0,442048.0,LLANO SUBERCASEAUX 2909 DP 1301,120837789.0,59143557.0,146748.0,N,A,2023.0,U,H,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127538123.0,1958.0,90001.0,346721.72495,6294146.0434,,0.0,PREDIOS_NACIONAL,URBANA,969.0,1_contains,3561.505097560483,293496.0,H,120837789.0,59143557.0,0.0,U,LLANO SUBERCASEAUX 2909 DP 1301,16106.0,1958.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0,2008.0,2008.0,B,2,21.0,N,Habitacional,214.1046182403918
